sounclass_id,species_name,sound_class,scientific_name,freq_low,freq_high
312,¸³Âû,S-01,Gallicrex cinerea,241,2617
313,¬õ«a¤ôÂû,Ca-01,Gallinula chloropus,780,5218
314,¦ÇªLÂF,S-01,Columba pulchricollis,140,468
315,ª÷­I¹§,S-01,Streptopelia orientalis,364,702
316,¬õ¹§,S-01,Streptopelia tranquebarica,392,690
317,»AÁl¹§,S-01,Chalcophaps indica,338,597
318,´³°¨¹§,S-01,Geopelia striata,825,1368
319,´³°¨¹§,U-01,Geopelia striata,891,1224
320,ºñ¹§,S-01,Treron sieboldii,708,1100
321,¬õÀYºñ¹§,S-01,Treron formosae,531,987
322,¤p§ùÃY,S-01,Cuculus poliocephalus,1276,2691
323,µfÃY,S-01,Centropus bengalensis,620,1229
324,«a¦Ðµe¬Ü,S-01,Yuhina brunneiceps,2071,5049
325,ºñ°Ö¤ì,S-01,Picus canus,2117,2583
326,ºñ°Ö¤ì,O-01,Picus canus,414,1923
327,¤e§À«B¿P,C-01,Apus pacificus,3699,6013
328,¤p¶³³¶,S-01,Alauda gulgula,2675,6896
329,¤p¶³³¶,C-01,Alauda gulgula,3614,6390
330,®a¿P,C-01,Hirundo rustica,2982,6527
331,®a¿P,Ca-01,Hirundo rustica,3044,7681
332,®a¿P,C-02,Hirundo rustica,2407,5140
333,¬v¿P,C-01,Hirundo tahitica,2274,6693
334,ªF¤è¤ò¸}¿P,C-01,Delichon dasypus,2060,7067
335,¨ª¸y¿P,C-01,Cecropis striolata,2493,5101
336,ªá¯Í¤s´Ô,C-01,Coracina macei,2681,8261
337,¦Ç³ï¤s´Ô,C-01,Pericrocotus solaris,4419,6820
338,¥ÕÀôÆx¼Lóí,S-01,Spizixos semitorques,1676,3967
339,¥ÕÀôÆx¼Lóí,C-01,Spizixos semitorques,2009,4526
340,¥ÕÀY¯Î,S-01,Pycnonotus sinensis,1294,3365
341,¥ÕÀY¯Î,S-02,Pycnonotus sinensis,1364,3530
342,¥ÕÀY¯Î,C-01,Pycnonotus sinensis,1472,6076
343,¥ÕÀY¯Î,C-02,Pycnonotus sinensis,1064,5095
344,¥ÕÀY¯Î,C-03,Pycnonotus sinensis,2555,4109
345,¯QÀY¯Î,S-01,Pycnonotus taivanus,1310,3514
346,¯QÀY¯Î,C-01,Pycnonotus taivanus,1479,4659
347,´Ä­I§B³Ò,C-01,Lanius schach,1291,5862
348,ªe¯Q,S-01,Cinclus pallasii,3190,5657
349,ªe¯Q,C-01,Cinclus pallasii,3809,5222
350,ªe¯Q,F-01,Cinclus pallasii,3936,7054
351,økøc,S-01,Troglodytes troglodytes,3653,8280
352,økøc,C-01,Troglodytes troglodytes,4427,8008
353,©¥÷º,S-01,Prunella collaris,2356,5595
354,©¥÷º,Ca-01,Prunella collaris,2692,4778
355,©¥÷º,Cb-01,Prunella collaris,3576,4637
356,©¥÷º,F-01,Prunella collaris,2535,6647
357,¹]¦â¤ôóð,S-01,Phoenicurus fuliginosus,3332,7708
358,¹]¦â¤ôóð,Ca-01,Phoenicurus fuliginosus,4555,4927
359,¹]¦â¤ôóð,Cb-01,Phoenicurus fuliginosus,5192,6153
360,¹]¦â¤ôóð,Cc-01,Phoenicurus fuliginosus,4563,5584
361,¥Õ§Àì©,S-01,Cinclidium leucurum,2940,5064
362,¥Õ§Àì©,C-01,Cinclidium leucurum,4312,4670
363,»OÆW¤j¿á»ó½»,EL-01,Rhinolophus formosae,36003,46778
364,»OÆW¥Õ³ï¾¸¬Ü,C-02,Ianthocincla ruficeps,2218,3685
365,¶À¯Ý«CöÈ,S-01,Ficedula hyperythra,0,10000
366,¼e¦Õ½»,EL-01,Barbastella leucomelas,23843,66477
367,¶À¸¡¯[¼þ,S-01,Niltava vivida,3186,5437
368,¶À¸¡¯[¼þ,C-01,Niltava vivida,3065,6172
369,»OÆWµµ¼Sóð,C-01,Myophonus insularis,3147,5899
370,»OÆWµµ¼Sóð,S-01,Myophonus insularis,2139,5358
371,¥Õ¤ó¦aóð,S-01,Zoothera aurea,2146,2498
372,¥ÕÀYóð,S-01,Turdus niveiceps,2078,4760
373,¥ÕÀYóð,C-01,Turdus niveiceps,1516,2746
374,¤pÁlóð,S-01,Brachypteryx goodfellowi,2028,5672
375,½ÅÀYªáÁl,S-01,Fulvetta formosana,3888,7044
376,½ÅÀYªáÁl,Ca-01,Fulvetta formosana,5034,7442
377,½ÅÀYªáÁl,Cb-01,Fulvetta formosana,6502,7765
378,·Ñ¤s³¶,S-01,Periparus ater,3832,7144
379,·Ñ¤s³¶,Ca-01,Periparus ater,4674,8169
380,·Ñ¤s³¶,Cb-01,Periparus ater,0,10000
381,¯óì¦,C-01,Tyto longimembris,1709,2428
382,´¼¤H,rooster,Homo sapiens,515,1053
383,¥ÕöÀÀo,Ca-01,Motacilla alba,3554,7188
384,¥ÕöÀÀo,Cb-01,Motacilla alba,4630,6213
385,¯»¬õÆx¼L,Ca-01,Sinosuthora webbiana,2916,7568
386,¯»¬õÆx¼L,Cb-01,Sinosuthora webbiana,2588,5000
387,¶À¦ÐÆx¼L,Ca-01,Suthora verreauxi,3338,9190
388,¶À¦ÐÆx¼L,Cb-01,Suthora verreauxi,2804,4085
389,¶À¦ÐÆx¼L,Cc-01,Suthora verreauxi,3761,5241
390,»OÆW¥Õ³ï¾¸¬Ü,U-01,Ianthocincla ruficeps,3467,4435
391,¶Â³ï¾¸¬Ü,S-01,Ianthocincla chinensis,678,1817
392,¶Â³ï¾¸¬Ü,S-02,Ianthocincla chinensis,897,2481
393,¶Â³ï¾¸¬Ü,S-03,Ianthocincla chinensis,1176,2180
394,¶Â³ï¾¸¬Ü,S-04,Ianthocincla chinensis,1210,2218
395,¶Â³ï¾¸¬Ü,S-05,Ianthocincla chinensis,711,4380
396,´Ä¾¸¬Ü,S-01,Ianthocincla poecilorhyncha,1201,2090
397,´Ä¾¸¬Ü,Ca-01,Ianthocincla poecilorhyncha,1257,2011
398,´Ä¾¸¬Ü,Cb-01,Ianthocincla poecilorhyncha,2301,3130
399,´Ä¾¸¬Ü,U-01,Ianthocincla poecilorhyncha,1587,2049
400,»OÆWµe¬Ü,S-01,Garrulax taewanus,1863,3609
401,¯¾Álµe¬Ü,C-01,Actinodura morrisoniana,3872,7901
402,¯¾Álµe¬Ü,U-01,Actinodura morrisoniana,1855,3449
403,»OÆWøk¬Ü,S-01,Pnoepyga formosana,4045,6295
404,»OÆWøk¬Ü,Ca-01,Pnoepyga formosana,2851,7825
405,µu§ÀÅa,Cb-01,Urosphena squameiceps,7316,9221
406,ªF¤è¤j¸«Åa,S-01,Acrocephalus orientalis,1711,5713
407,ªF¤è¤j¸«Åa,Ca-01,Acrocephalus orientalis,1713,6681
408,¤pÅs¼L,C-02,Pomatorhinus musicus,977,2617
409,±ø¯¾ªQ¹«,C-01,Tamiops maritimus formosanus,6802,8812
410,´Ä®°§ÀÅa,S-01,Cisticola juncidis,5809,9019
411,´Ä®°§ÀÅa,C-01,Cisticola juncidis,4056,8329
412,¶ÀÀY®°§ÀÅa,S-01,Cisticola exilis,1555,6979
413,¶ÀÀY®°§ÀÅa,Ca-01,Cisticola exilis,2993,7915
414,¤j¨÷§À,S-02,Dicrurus macrocercus,1419,9888
415,¥ÕöÀÀo,Ce-01,Motacilla alba,4760,6180
416,´³¯¾økÅa,S-01,Prinia crinigera,3162,7664
417,´³¯¾økÅa,Ca-01,Prinia crinigera,3589,7544
418,´³¯¾økÅa,U-01,Prinia crinigera,1729,7740
419,½ÅÀYøkÅa,S-01,Prinia inornata,4024,6259
420,½ÅÀYøkÅa,Ca-01,Prinia inornata,4485,6118
421,½ÅÀYøkÅa,Cb-01,Prinia inornata,4255,6642
422,¤õ«aÀ¹µâ³¾,S-01,Regulus goodfellowi,7300,9024
423,¤õ«aÀ¹µâ³¾,Ca-01,Regulus goodfellowi,7690,10222
424,¤õ«aÀ¹µâ³¾,Cb-01,Regulus goodfellowi,7654,8614
425,¤õ«aÀ¹µâ³¾,Cc-01,Regulus goodfellowi,3107,8139
426,«C­I¤s³¶,C-01,Parus monticolus,2362,7580
427,«C­I¤s³¶,U-01,Parus monticolus,2894,7943
428,«C­I¤s³¶,S-02,Parus monticolus,2477,7516
429,«C­I¤s³¶,C-02,Parus monticolus,2501,9675
430,¨ª¸¡¤s³¶,S-01,Sittiparus castaneoventris,4538,8306
431,¨ª¸¡¤s³¶,C-01,Sittiparus castaneoventris,5749,8682
432,¯ù¸¡?,S-01,Sitta europaea,2867,4716
433,¯ù¸¡?,S-02,Sitta europaea,0,10000
434,¯ù¸¡?,S-03,Sitta europaea,2702,4129
435,¯ù¸¡?,Ca-01,Sitta europaea,2078,6995
436,¯ù¸¡?,Cb-01,Sitta europaea,6818,8829
437,¯ù¸¡?,Cc-01,Sitta europaea,6157,9269
438,ºñ°Öªá,S-01,Dicaeum minullum,5874,7663
439,ºñ°Öªá,C-01,Dicaeum minullum,4049,6189
440,ºñ°Öªá,C-02,Dicaeum minullum,3181,7467
441,¬õ¯Ý°Öªá,S-01,Dicaeum ignipectus,4935,9114
442,¬õ¯Ý°Öªá,Ca-01,Dicaeum ignipectus,3533,8824
443,¬õ¯Ý°Öªá,Cb-01,Dicaeum ignipectus,5012,9371
444,«a¦Ðµe¬Ü,C-01,Yuhina brunneiceps,2224,5762
445,»OÆW¦¶³¶,S-01,Carpodacus formosanus,1856,2402
446,»OÆW¦¶³¶,C-01,Carpodacus formosanus,5516,6787
447,»OÆW¦¶³¶,U-01,Carpodacus formosanus,2309,3431
448,½Åøæ,Ca-01,Pyrrhula nipalensis,2025,5155
449,»OÆW¤p¿á»ó½»,EL-01,Rhinolophus monoceros,89516,111421
450,½Åøæ,Cc-01,Pyrrhula nipalensis,2008,3590
451,¦Çøæ,U-01,Pyrrhula erythaca,2143,3044
452,½Åøæ,Cd-01,Pyrrhula nipalensis,2184,4017
453,½Åøæ,Ce-01,Pyrrhula nipalensis,2134,6048
454,¤s³Â³¶,Ca-01,Passer rutilans,2232,6270
455,¤s³Â³¶,Cb-01,Passer rutilans,3619,6808
456,»OÆW³¥¤s¦Ï,C-01,Capricornis swinhoei,2840,4253
457,¤j¨ªÄÓ¹«,C-03,Petaurista philippensis,438,1323
458,¶À³ï¶I,C-01,Martes flavigula,1768,5009
459,³Â³¶,Ca-01,Passer montanus,2739,6133
